,출원인,출원일,출원번호,astrtCont,bigDrawing,drawing,indexNo,발명명칭,IPC분류,openDate,openNumber,공개일,publicationNumber,등록일,registerNumber,등록상태,검색 키워드
121,현대자동차주식회사|기아 주식회사,20200420,1020200047220,"본 발명은 차량의 등판 주행 제어 방법에 관한 것으로서, 등판 주행 중 배터리 방전을 최소화하여 항상 적정의 배터리 SOC를 확보할 수 있도록 하고, 발진 영역에서의 에너지 사용을 최소화할 수 있도록 해주는 차량의 등판 주행 제어 방법을 제공하는데 주된 목적이 있는 것이다. 상기한 목적을 달성하기 위해, DCT(Dual Clutch Transmission)를 장착한 하이브리드 차량의 등판 주행 제어 방법에 있어서, 제어기가 차량에서 수집되는 정보를 기초로 차량의 주행 상태를 판단하는 단계; 차량이 등판 주행 상태인 것으로 판단한 경우 제어기가 엔진 토크를 증가시켜 미리 정해진 고토크 엔진 운전점으로 제어하고 운전자 요구토크가 충족될 수 있도록 모터 토크를 감소시키는 엔진 고토크 제어 단계; 및 상기 엔진 고토크 제어 단계의 실시 동안 제어기가 배터리 SOC(State of Charge)를 설정된 제1 SOC 임계값과 비교하여 배터리 SOC가 제1 SOC 임계값 이하이면 배터리 SOC 방어를 위한 엔진 및 모터 속도 제어를 실시하는 단계를 포함하는 차량의 등판 주행 제어 방법이 개시된다.",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=6c650beb4cee9ce4122b704b88878c93b51a8974175e825a010d8c2a6c4a570048dbf8afaa7ca9809604ced98d0f2e99fe87a0f682fcd7d27cc0f0a96972c36e6f78989d30e66330,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cf77794e9c78c6f106b732d8782c79b9dca7f0d504ce1509b0ecde40932a2729931179d02a6abe3a3735cbcf13f0f426353188b893bb379f14,22,차량의 등판 주행 제어 방법,B60W 40/076|B60W 20/13|B60W 40/10|B60W 10/06|B60W 10/08|B60W 50/10|B60W 10/02|B60W 10/113|B60W 30/182|B60L 58/12|B60L 15/20,20211029,1020210129760,,,,,공개,주행
122,르노 에스.아.에스.,20211217,1020237023426,"본 발명은 기준 궤적(T)을 따라 자율주행 자동차(10)의 이동을 제어하기 위한 제어 방법에 관한 것이다. 상기 방법은, 기준 거리(L)의 함수로서 소망 요(yaw) 속도를 결정하는 단계(E5, 및 요 에러를 결정하는 단계(E6)를 포함한다. 상기 기준 거리(L)는 요 에러가 미리 결정된 요 에러 임계값(S1)보다 작거나 같도록 선택된다.",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=6c650beb4cee9ce4122b704b88878c938daaa819791abf65f09bfc60933d226cf322f141e1b4435ceb1d0208a1749fcb9326f4cff9259eed2699c59818b27d98fc38be2f0227d3fb,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cf0af5a5047b00e26be52472fca44cf7331fa104e1d6910593cfa652c8720357970b6f26f592ac5e9294a2ca3b10ac781797cde06f68eacde6,23,자율주행 자동차의 이동을 제어하기 위한 제어 방법,B60W 50/06|B60W 10/20|B60W 60/00,20230807,1020230117221,,,,,공개,주행
123,주식회사 스프링클라우드,20210702,1020210086791,"레벨 4 이상에 해당하는 자율주행셔틀에 대하여 자율주행기술의 통합주행성능을 정량적으로 평가하기 위한 다중 테스트 환경 기반 자율주행셔틀의 통합주행성능에 대한 정량적 평가 장치 및 방법을 제시한다. 제시된 장치는 실차모델 기반의 가상의 자율주행셔틀에 대하여 가상환경 기반의 주행기능 테스트를 정량적으로 행하는 제 1 테스트부; 실제의 자율주행셔틀에 대하여 주행시험로 기반의 주행기능 테스트를 정량적으로 행하는 제 2 테스트부; 실제의 자율주행셔틀에 대하여 실도로 기반의 주행기능 테스트를 정량적으로 행하는 제 3 테스트부; 및 상기 제 1 테스트부 내지 제 3 테스트부에서의 주행 시나리오별 테스트 점수를 근거로 종합적인 평가를 수행하는 평가부;를 포함하고, 상기 제 1 테스트부 내지 제 3 테스트부는 서로 동일한 차량 모델의 자율주행셔틀을 이용하여 테스트를 수행하되, 서로 동일한 주행 시나리오 및 주행 환경을 근거로 테스트를 수행한다.",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=6c650beb4cee9ce4122b704b88878c9355ef5528e00ebb715ae2e011f88baf2c83c929c29d79e646db5bdae943b28d9f1fe805935dac33398ea2b56ed6dcb4d44732c5c5bd901ea5,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cfefd7d0d8f17f74e5a64eb5ae504a1d9e5e08b8fc740cbca8d82593c17d3563eb4ff60642641224aca6d8aafbb7b4075ca667738f98c19794,24,다중 테스트 환경 기반 자율주행셔틀의 통합주행성능에 대한 정량적 평가 장치 및 방법,G01M 17/007|B60W 60/00|B60W 50/00,,,20211008,,20211001,1023105000000,등록,주행
124,엘지전자 주식회사,20170929,1020170128051,"본 발명은 적어도 어느 하나의 프로세서가, 제1 주행 상황 정보에 기초하여, 시작 트리거 신호를 생성하는 단계; 상기 프로세서가, 상기 시작 트리거 신호 생성시, 사용자 입력에 기초한 운전 조작 데이터 및 상기 운전 조작 데이터에 기초하여 생성되는 내비게이션 데이터를, 메모리에, 저장하는 단계; 및 상기 프로세서가, 제2 주행 상황 정보에 기초하여, 종료 트리거 신호를 생성하는 단계; 상기 프로세서가, 상기 종료 트리거 신호 생성시, 운전 조작 데이터 및 내비게이션 데이터의 저장을 종료하는 단계;를 포함하는 차량 운행 방법에 관한 것이다.",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=2ba38663aa11ff0f6ca91af6061a2e004824b101cbc3430334a49e784d362ee5ef81e9cd3d9eaff1be754395dbd954953677b1eb28965b704b0d389bf39b7263034e0a67333686c0,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cf3b934351f2d67b4b5f290846a84997ca260c859f5c29079c5ca414ed55215dd6b8e15cf7731944c9b957b569314e87e9905b9851e326c6ca,25,차량 주행 제어 장치 및 차량 주행 방법,G05D 1/20|G05D 1/00|B60W 30/14|B60W 40/09|G07C 5/08|G01C 21/26,20190408,1020190038055,20190926,,20190920,1020258090000,등록,주행
125,한국자동차연구원,20231128,1020230167806,"본 발명의 일 실시예에 따른 차량 주행 보조 인프라 시스템은 센서; 상기 센서를 통해 출력된 센싱 데이터로부터 차선 및 차량을 포함하는 객체를 탐지하여 객체 정보를 생성하는 객체 탐지 장치; 및 상기 객체 정보를 기반으로, 도로 상태별로 미리 설정된 조명 패턴에 따라 조명을 제어하는 조명 제어 장치를 포함한다.",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=6c650beb4cee9ce4122b704b88878c93357df36c037ec8d4dc312644adc4a49649f0765642062a3c0dc8aad3b64f2b192b44f1c93fc08f40219cd618326ffd270112f96ec48bd4d8,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cfda11d02ae0cb211b0303b869a79073e727c244f7cb72b9c3f0872ee149ff5c80ce769afd1dc9a3b65bbdfc5c745015652c53f85c51cf4ae8,26,차량 주행 보조 인프라 시스템 및 이를 이용한 차량 주행 보조 방법,G08G 1/16|G08G 1/09|H05B 47/10|H04W 4/40,20250609,1020250081994,,,,,공개,주행
126,주식회사 라이드플럭스,20210527,1020210068260,"자율주행 차량의 주행 계획을 위한 로드 네트워크 맵 생성방법, 서버 및 컴퓨터프로그램이 제공된다. 본 발명의 다양한 실시예에 따른 자율주행 차량의 주행 계획을 위한 로드 네트워크 맵 생성방법은, 컴퓨팅 장치에 의해 수행되는 방법에 있어서, 소정의 지역에 대한 로드 네트워크 데이터를 생성하는 단계, 상기 생성된 로드 네트워크 데이터를 이용하여 자율주행 차량의 단기 주행 계획을 위한 격자 로드 네트워크 데이터를 생성하는 단계 및 상기 생성된 격자 로드 네트워크 데이터를 이용하여 상기 자율주행 차량의 장기 주행 계획을 위한 로드 교차 그래프를 생성하는 단계를 포함한다.",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=6c650beb4cee9ce4122b704b88878c93f89a37457391cebe45da8cad2372837214cbd512e2e9ff29f0053ccea6ffdb96ba8f7392962615a9bcc83b1ce92948e5b2d2a7d3e4622847,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cf0da3e2fcde7a1b79ab9d2890074695f9aa66154a505d9e2a0403b5d19d18282c3c6cbba603d158ea9d80fe417de7c4efecc14fc3b527b00b,27,"자율주행 차량의 주행 계획을 위한 로드 네트워크 맵 생성방법, 서버 및 컴퓨터프로그램",G01C 21/00|G01C 21/34|B60W 60/00|G05D 1/20|G06Q 50/40,,,20211026,,20211020,1023174300000,등록,주행
127,(주)아크릴,20221124,1020220159360,"자율 주행 시나리오 생성 방법 및 장치가 개시된다. 일 실시예에 따른 자율 주행 시나리오 생성 방법은 법 관련 입력 데이터를 전처리하여 복수의 토큰들을 획득하는 단계, 복수의 토큰들을 인공 신경망 모델에 입력하여, 복수의 레이어들로 분류하는 단계, 분류 결과에 기초하여, 복수의 토큰들 사이의 유사도를 획득하는 단계 및 유사도에 기초하여, 자율 주행 시나리오를 생성하기 위한 관계 정보를 제공하는 단계를 포함한다.",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=348aaf18c46825cf02d6c2de1c78338e0d982468ee18e9e1c05ca2ee0687184edc303a8694985c1c9cdb94a01ff9eee7045a3c6c6d663317ba03273c76a06baf111e5571ad1ddc93,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cf6a4430ef103a31f40d406b66e577b60e5ddf0d9a955ea8768f824cf82395afd88ddd98ebfdbbc5bdd976c8c5c78d0ecee3bf2249cf157494,28,자율 주행 시나리오를 생성 방법 및 장치,B60W 60/00|B60W 50/14|G06N 3/08|G06N 3/04|G06F 9/06|G06F 40/284|B60W 50/00,20240603,1020240077640,,,,,공개,주행
128,르노 에스.아.에스.,20200924,1020227013090,"본 발명은 차량의 스티어링 각도를 제어하기 위한 장치(1)에 관한 것으로, 자율 주행 모드에서 궤적을 따르도록 차량 스티어링 휠의 회전 각도에 의해 차량의 지향성 휠의 스티어링 각도에 작용하는 차량 스티어링 시스템(15)의 적어도 하나의 액추에이터에 명령을 입력하기 적합한 횡방향 컨트롤러(14)를 포함하고, 궤적 추종을 분석하고 어떠한 종방향 그래디언트 및 어떠한 횡방향 경사도 없는 도로 상황을 감지할 수 있으며 이러한 도로 상황이 감지되면 스티어링 휠의 임의의 각도 오프셋의 자동 보상을 위한, 횡방향 컨트롤러에 연결된 모듈(16)에 차량의 지향성 휠의 스티어링 각도의 현재 오차값을 출력할 수 있는 모듈(11)을 더 포함하는 것을 특징으로 한다.",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=6c650beb4cee9ce4122b704b88878c93d4cb1330a7dcd9e1a008648af47995ffea837906d299ac6d6c9450e7afd80510e4b4c6a30bd5bf4326dcbaffe97a37bf55fce980bde97edf,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cf1a660f5942a03457d4c7b705079dd1e963ffb58bf0574d42a2d572051c3e4ec9cbee78649839157afa8838e5550521756c6fc64f8f9b8247,29,자율 주행 차량의 스티어링 각도를 제어하기 위한 장치,B62D 15/02|B60W 40/114|B62D 6/04|B62D 5/04|B60W 50/00,20220608,1020220075353,,,,,공개,주행
129,현대모비스 주식회사,20200306,1020200028516,"본 발명의 일 실시예에 따른 차량의 후 방향 주행 지원 시스템은 차륜의 휠펄스카운트로 차속을 측정하는 차속센서, 조향휠의 조향각을 측정하는 조향각센서, 주행 시 차량의 기울어진 요레이트값을 측정하는 요레이트센서, 전진 주행 시 생성한 주행궤적데이터를 저장하는 주행궤적저장부 및 전진 주행 시 상기 휠펄스카운트와 상기 조향각과 상기 요레이트값을 융합하여 자차 위치를 추정하고, 일정 간격으로 생성한 상기 주행궤적데이터를 곡선함수로 보간하여 상기 주행궤적저장부에 저장하며, 후진 주행 시 상기 주행궤적저장부에 저장된 상기 주행궤적데이터를 이용하여 속도 프로파일을 생성하고, 상기 주행궤적데이터와 상기 자차 위치와의 방향각 오차를 계산하여 목표 조향각과 상기 속도 프로파일에 의한 감속도를 결정하고, 상기 목표 조향각과 상기 감속도 정보를 MDPS 제어부로 출력하는 차량제어부를 포함할 수 있다.",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=6c650beb4cee9ce4122b704b88878c93f24d0f5b7bc0076b627ed00a78358700ca90e4a39be32840269c144485f47655433da48946f1396f9976d925e1790a6f6a370c11a8a0f57f,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cf25f56e9fa50eb16690263f415152d463049133c904d5a30057be12eda83b3a83164d4ee191e7516f5e413cb45116992b9b19863c130017c5,30,차량의 후 방향 주행 지원 시스템 및 방법,B60W 30/18|B60W 10/20|B60W 40/114|B60W 30/10|B60W 40/105|B62D 15/02|B60W 50/00,20210916,1020210113517,,,,,거절,주행
130,에이치엘만도 주식회사,20230206,1020230015294,"본 발명은 데이터 처리 장치에 의해 수행되는 방법에 있어서, 주행 차량에서 발생하는 데이터를 획득하는 단계, 주행 차량에서 발생하는 데이터를 데이터 처리 장치에서 수신하는 단계, 데이터 처리 장치에서 데이터를 처리하는 단계 및 데이터 처리 장치에서 처리된 데이터를 기초로 주행 차량과 관련된 예측 데이터를 산출하는 단계를 포함하는 주행 차량에서 발생하는 데이터 처리 및 획득 데이터 기반 차량 데이터 예측 방법 및 그 장치에 관한 것이다.",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=6c650beb4cee9ce4122b704b88878c939c7a81f4c7db7c264c0b41e7ae73bc33025f3fddec118577ad2946b08689530d9c4d2680aade95df2679159a2703a20e19de6cd24cffaf13,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cfead3bd35abcd07ed4ee4f9a52bb58bfe0f3f3ccb0ef29619972d602f8ec4ca292f9d7df3621a10fb72a69016a59bf8d783736c17a8d958d6,31,주행 차량에서 발생하는 데이터 처리 및 획득 데이터 기반 차량 데이터 예측 방법 및 그 장치,B60W 50/00|B60W 40/02|G06N 20/20|H04L 12/46|G06F 16/28|H04L 12/40,20240813,1020240122950,,,,,공개,주행
131,현대자동차주식회사|기아 주식회사,20200810,1020200099924,"본 발명은 통합조작장치를 구비한 자율주행 차량의 주행 제어방법에 관한 것으로, 통합조작장치(2)를 구비한 자율주행 차량(1)이 자율주행을 하는 상황에서 자율주행이 불가한 상황이 발생한 경우, 차량 주행부품의 고장 유무와 차량 자율주행 부품의 고장 유무 및 차량 외부요인의 문제에 따라 자율주행 차량을 보다 안전하게 운행시키고, 이를 통해 주행 안정성을 향상시킬 수 있도록 된 것이다.",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=6c650beb4cee9ce4122b704b88878c938ebc634dac5eb456d2dad6b0ab04fcfcaef2d6a9313f47a5301321aee56734ef94f0c172e109e5903ac55464966090efb2e1e41d9dcff5ae,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cf050e8a09dedb652cdd3c3393a35cd32ebda285b55b54732ae4ebaa57214303938ab6a54558664ad379a78b1af7844f3003b35b7dc8c6d4a8,32,통합조작장치를 구비한 자율주행 차량의 주행 제어방법,B60W 60/00|B60W 50/02|B60W 30/18|B60W 10/20|B60W 40/107|B60W 10/10|B60W 50/08|B60W 50/14|B60R 16/023|B60R 11/02|B60K 35/22|B60W 50/029,20220218,1020220019878,,,,,공개,주행
132,성결대학교 산학협력단,20240123,1020240010435,"본 발명은 차량의 군집주행 서비스 제공 장치 및 그 방법이 개시된다. 본 발명의 차량의 군집주행 서비스 제공 장치는, 자율주행 차량과 링크되는 차량 단말기; 및 무선통신망을 통해 차량 단말기와 접속되어 차량 단말기로부터 선두차량과 추종차량의 선택에 따라 선두차량과 추종차량을 지정하여 군집그룹을 형성하고, 군집그룹이 형성된 차량 단말기에 군집그룹의 차량정보를 제공하는 서비스 서버;를 포함하는 것을 특징으로 한다.",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=6c650beb4cee9ce4122b704b88878c9306ea52d80899ecdafbbfdc6deccbb9099fcf4ce2c6d98bdda991122e387bc5e3e42dec54084189a5b27e50e19c5e609c048e9b34052af78b,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cfe6963197554716fa6717ba9e9450df9ef0e5c5730cf453ccce68636811086cabe000d95e21c185fb1160f9e4bfbf771ab8fde907b793a182,33,차량의 군집주행 서비스 제공 장치 및 그 방법,G06Q 50/10|G05D 1/698|G05D 1/695|H04W 4/40|G06Q 30/02|G06Q 10/08,20250731,1020250115512,,,,,공개,주행
133,네이버 주식회사,20231218,1020230184560,"본 발명은 로봇 친화형 건물, 건물을 주행하는 로봇의 제어 방법 및 시스템에 관한 것이다. 보다 구체적으로 본 발명은 같은 공간 속에서 로봇과 사람이 함께 공존하며 사람에게 유용한 서비스를 제공할 수 있도록 하는 로봇 제어 방법 및 시스템에 관한 것이다. 본 발명에 따른 로봇 제어 방법은, 복수의 노드(node)를 포함하는 노드 맵(map)에 포함되며, 공간에 설치된 도어(door)에 대응되는 특정 노드에 대한 안전 거리를 설정받는 단계, 상기 특정 노드를 포함하는 이동 경로를 따라 상기 공간을 주행하는 상기 로봇의 위치를 모니터링 하는 단계, 상기 모니터링 결과를 이용하여, 상기 로봇과 상기 특정 노드 사이의 거리를 확인하는 단계, 및 상기 확인 결과에 근거하여, 상기 특정 노드에 대응되는 상기 도어의 개폐와 관련된 제어를 수행하는 단계를 포함할 수 있다.",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=6c650beb4cee9ce4122b704b88878c937ec630cf2e4a7e28c651acf28f2a2dbb9a6f43fec88ce1cdadcf9c18b6da52bdbdc232b79d2b7d5d5a72a727b5c0ce3e002dcf6ce71040ab,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cf73701b3b9e784fc0c6d89dc30c19eac4239f1e553758ed9f9c53dfd956023b0b53e8913ee4c8cfa7bd654fd2cdae4de7320bec0d94042b04,34,"로봇 친화형 건물, 건물을 주행하는 로봇 제어 방법 및 시스템",B25J 13/08|B25J 5/00|B25J 9/16|B25J 13/00|G05D 1/698|G05D 1/246|G05D 107/60,20250625,1020250094067,,,,,공개,주행
